name,team,year,position_w
Jeff Friday,Baltimore Ravens,2004,Strength And Conditioning
Paul Ricci,Baltimore Ravens,2004,Assistant Strength And Conditioning
Scott O'Brien,Carolina Panthers,2004,Assistant Head/Special Teams
Dave Magazu,Carolina Panthers,2004,Tight Ends
Mike Maser,Carolina Panthers,2004,Offensive Line
Sal Sunseri,Carolina Panthers,2004,Defensive Line
Rod Perry,Carolina Panthers,2004,Secondary
Mike Gillhamer,Carolina Panthers,2004,Defensive Assistant/Secondary
Danny Crossman,Carolina Panthers,2004,Special Teams Assistant/Assistant Strength And Conditioning
Jerry Simmons,Carolina Panthers,2004,Strength And Conditioning
Steve Hagen,Cleveland Browns,2004,Quarterbacks
Kennedy Polamalu,Cleveland Browns,2004,Running Backs
Fred Graves,Cleveland Browns,2004,Wide Receivers
Rob Chudzinski,Cleveland Browns,2004,Tight Ends
Larry Zierlein,Cleveland Browns,2004,Offensive Line
Mike Sullivan,Cleveland Browns,2004,Assistant Offensive Line
Andre Patterson,Cleveland Browns,2004,Defensive Line
Phillip Banko,Cleveland Browns,2004,Defensive Assistant
Marwan Maalouf,Cleveland Browns,2004,Special Teams Quality Control
Buddy Morris,Cleveland Browns,2004,Head Strength
Jerry Rosburg,Cleveland Browns,2004,Strength And Conditioning
Taver Johnson,Cleveland Browns,2004,Assistant Strength And Conditioning
Pat McPherson,Denver Broncos,2004,Quarterbacks
Bobby Turner,Denver Broncos,2004,Running Backs
Steve Watson,Denver Broncos,2004,Wide Receivers
Brian Pariani,Denver Broncos,2004,Tight Ends
Jacob Burney,Denver Broncos,2004,Defensive Line
David Gibbs,Denver Broncos,2004,Defensive Backs
Jimmy Spencer,Denver Broncos,2004,Defensive Backs
Kirk Doll,Denver Broncos,2004,Assistant Defensive Backs/Secondary
Ronnie Bradford,Denver Broncos,2004,Special Teams
Rich Tuten,Denver Broncos,2004,Strength And Conditioning
Greg Saporta,Denver Broncos,2004,Assistant Strength And Conditioning
Cedric Smith,Denver Broncos,2004,Assistant Strength And Conditioning
Kevin Lartigue,Detroit Lions,2004,Assistant Head
Tom Rathman,Detroit Lions,2004,Running Backs
Kevin Higgins,Detroit Lions,2004,Wide Receivers
Andy Sugarman,Detroit Lions,2004,Tight Ends
Pat Morris,Detroit Lions,2004,Offensive Line
Sean Kugler,Detroit Lions,2004,Assistant Offensive Line/Tight Ends
Larry Brooks,Detroit Lions,2004,Defensive Line
George Catavolos,Detroit Lions,2004,Defensive Backs
Johnny Holland,Detroit Lions,2004,Defensive Assistant
Don Clemons,Detroit Lions,2004,Defensive Assistant
Stan Kwan,Detroit Lions,2004,Assistant Special Teams
Jason Arapoff,Detroit Lions,2004,Strength And Conditioning
Malcolm Blacken,Detroit Lions,2004,Strength And Conditioning
Mondray Gee,Detroit Lions,2004,Assistant Strength And Conditioning
Johnny Roland,Green Bay Packers,2004,Running Backs
Larry Beightol,Green Bay Packers,2004,Offensive Line
James Campen,Green Bay Packers,2004,Assistant Offensive Line/Quality Control
Jethro Franklin,Green Bay Packers,2004,Defensive Line
Brad Miller,Green Bay Packers,2004,Assistant Defensive Line
Lionel Washington,Green Bay Packers,2004,Assistant Defensive Backs
Frank Novak,Green Bay Packers,2004,Special Teams Consultant
Barry Rubin,Green Bay Packers,2004,Strength And Conditioning
Mark Lovat,Green Bay Packers,2004,Strength And Conditioning Assistant
Vince Workman,Green Bay Packers,2004,Weight Room Assistant
Tony Marciano,Houston Texans,2004,Tight Ends
Joe Pendry,Houston Texans,2004,Offensive Line
Steve Marshall,Houston Texans,2004,Assistant Offensive Line
Tom Olivadotti,Houston Texans,2004,Linebackers
Jon Hoke,Houston Texans,2004,Defensive Backs/Secondary
Tony Oden,Houston Texans,2004,Assistant Defensive Backs/Secondary
Eric Sutulovich,Houston Texans,2004,Assistant Special Teams
Dan Riley,Houston Texans,2004,Strength And Conditioning
Ray Wright,Houston Texans,2004,Assistant Strength And Conditioning
Steve Shafer,Jacksonville Jaguars,2004,Assistant Head
Alfredo Roberts,Jacksonville Jaguars,2004,Tight Ends
Paul T Boudreau,Jacksonville Jaguars,2004,Offensive Line
Andy Heck,Jacksonville Jaguars,2004,Assistant Offensive Line/Offensive Assistant
Ray Hamilton,Jacksonville Jaguars,2004,Defensive Line
Mike Haluchak,Jacksonville Jaguars,2004,Linebackers
Alvin Reynolds,Jacksonville Jaguars,2004,Defensive Backs
Todd Howard,Jacksonville Jaguars,2004,Defensive Assistant
Bob Ligashesky,Jacksonville Jaguars,2004,Assistant Special Teams
Charles Banks,Jacksonville Jaguars,2004,Special Teams Intern
Mark Asanovich,Jacksonville Jaguars,2004,Strength And Conditioning
Bob Rogucki,Jacksonville Jaguars,2004,Assistant Strength And Conditioning
Les Ebert,Jacksonville Jaguars,2004,Assistant Strength And Conditioning
Joel Collier,Miami Dolphins,2004,Running Backs
Bernie Parmalee,Miami Dolphins,2004,Tight Ends
Tony Wise,Miami Dolphins,2004,Offensive Line
Judd Garrett,Miami Dolphins,2004,Offensive Quality Control/Receivers
Jeff Dellenbach,Miami Dolphins,2004,Fellowship-Offense/Special Teams
Clarence Brooks,Miami Dolphins,2004,Defensive Line
Glenn Pires,Miami Dolphins,2004,Assistant Defensive Line
Mel Phillips,Miami Dolphins,2004,Secondary
Bill Lewis,Miami Dolphins,2004,Defensive Nickel Package
Keith Armstrong,Miami Dolphins,2004,Special Teams
John Gamble,Miami Dolphins,2004,Strength And Conditioning
Eric Fears,Miami Dolphins,2004,Assistant Strength And Conditioning
Dean Dalton,Minnesota Vikings,2004,Running Backs
Charlie Baggett,Minnesota Vikings,2004,Wide Receivers
John Tice,Minnesota Vikings,2004,Tight Ends/Assistant Offensive Line
Randy Hanson,Minnesota Vikings,2004,Offensive Quality Control
Brian Baker,Minnesota Vikings,2004,Defensive Line
Chuck Knox Jr,Minnesota Vikings,2004,Secondary
Kevin Ross,Minnesota Vikings,2004,Assistant Secondary
Pete Bercich,Minnesota Vikings,2004,Defensive Assistant/Assistant Linebackers
Jim Panagos,Minnesota Vikings,2004,Defensive Quality Control
Kurtis Shultz,Minnesota Vikings,2004,Strength And Conditioning
Mark Ellis,Minnesota Vikings,2004,Assistant Strength And Conditioning
Dante Scarnecchia,New England Patriots,2004,Assistant Head/Offensive Line
Ivan Fears,New England Patriots,2004,Running Backs
Pepper Johnson,New England Patriots,2004,Defensive Line
Cory Undlin,New England Patriots,2004,Coaching Assistant
Brad Seely,New England Patriots,2004,Special Teams
Mike Woicik,New England Patriots,2004,Strength And Conditioning
Markus Paul,New England Patriots,2004,Assistant Strength And Conditioning
Russ Ball,New Orleans Saints,2004,Senior Football Administrator
Jimmy Robinson,New Orleans Saints,2004,Wide Receivers
Danny Langsdorf,New Orleans Saints,2004,Assistant Wide Receivers/Assistant Special Teams
Bob Palcic,New Orleans Saints,2004,Tight Ends
Jack Henry,New Orleans Saints,2004,Offensive Line
Chip Beake,New Orleans Saints,2004,Offensive Assistant/Quality Control
Winston Moss,New Orleans Saints,2004,Linebackers
Joe Baker,New Orleans Saints,2004,Secondary
Greg Brown,New Orleans Saints,2004,Secondary/Cornerbacks
Ty Knott,New Orleans Saints,2004,Defensive Assistant/Quality Control
Rock Gullickson,New Orleans Saints,2004,Strength And Conditioning
Mark Smith,New Orleans Saints,2004,Assistant Strength And Conditioning
Herman Edwards,New York Jets,2004,Head
Bishop Harris,New York Jets,2004,Running Backs
John Zernhelt,New York Jets,2004,Tight Ends
Dave Szott,New York Jets,2004,Assistant Offensive Line
Tim Berbenich,New York Jets,2004,Offensive Assistant
Denny Marcin,New York Jets,2004,Defensive Line
Corwin Brown,New York Jets,2004,Defensive Backs
John Lott,New York Jets,2004,Strength And Conditioning
Sal Alosi,New York Jets,2004,Strength Assistant
Skip Peete,Oakland Raiders,2004,Running Backs
Fred Biletnikoff,Oakland Raiders,2004,Wide Receivers
Chris Turner,Oakland Raiders,2004,Offensive Assistant
Sam Clancy,Oakland Raiders,2004,Defensive Line
Pat Jones,Oakland Raiders,2004,Outside Linebackers
Clayton Lopez,Oakland Raiders,2004,Defensive Backs
Chris Griswold,Oakland Raiders,2004,Quality Control/Defense
Willie Brown,Oakland Raiders,2004,Squad Development
Martin Bayless,Oakland Raiders,2004,Specials Teams Assistant
Jeff Fish,Oakland Raiders,2004,Strength And Conditioning
James Urban,Philadelphia Eagles,2004,Assistant Head
Ted Williams,Philadelphia Eagles,2004,Running Backs
David Culley,Philadelphia Eagles,2004,Wide Receivers
Tom Melvin,Philadelphia Eagles,2004,Tight Ends
Bill Shuey,Philadelphia Eagles,2004,Offensive Assistant/Quality Control
Tommy Brasher,Philadelphia Eagles,2004,Defensive Line
Trent Walters,Philadelphia Eagles,2004,Secondary
Mike Reed,Philadelphia Eagles,2004,Defensive Assistant/Quality Control
Ted Daisher,Philadelphia Eagles,2004,Special Teams Quality Control
Rick Burkholder,Philadelphia Eagles,2004,Head Athletic Trainer
Mike Wolf,Philadelphia Eagles,2004,Strength And Conditioning
Tom Kanavy,Philadelphia Eagles,2004,Assistant Strength And Conditioning
Eric Sugarman,Philadelphia Eagles,2004,Assistant Trainer
Tim Brewster,San Diego Chargers,2004,Assistant Head/Tight Ends
James Lofton,San Diego Chargers,2004,Wide Receivers
Hudson Houck,San Diego Chargers,2004,Offensive Line
Pete Carmichael Jr,San Diego Chargers,2004,Offensive Assistant/Quality Control
Wayne Nunnely,San Diego Chargers,2004,Defensive Line
Dave Redding,San Diego Chargers,2004,Strength And Conditioning
Matt Schiotz,San Diego Chargers,2004,Assistant Strength And Conditioning
Paul Kelly,Tampa Bay Buccaneers,2004,Assistant Head-Football Operations
Art Valero,Tampa Bay Buccaneers,2004,Running Backs
Richard Mann,Tampa Bay Buccaneers,2004,Wide Receivers
Ron Middleton,Tampa Bay Buccaneers,2004,Tight Ends/Assistant Special Teams
Jim Pyne,Tampa Bay Buccaneers,2004,Offensive Quality Control
Richard Bisaccia,Tampa Bay Buccaneers,2004,Special Teams
Mike Morris,Tampa Bay Buccaneers,2004,Assistant Strength And Conditioning
Craig Johnson,Tennessee Titans,2004,Quarterbacks
Steve Walters,Tennessee Titans,2004,Wide Receivers
Ned James,Tennessee Titans,2004,Offensive Assistant/Quality Control
Jim Washburn,Tennessee Titans,2004,Defensive Line
Everett Withers,Tennessee Titans,2004,Defensive Backs
Alan Lowry,Tennessee Titans,2004,Special Teams
Steve Watterson,Tennessee Titans,2004,Strength And Conditioning
Gregg Williams,Washington Redskins,2004,Assistant Head/Defense
Earnest Byner,Washington Redskins,2004,Running Backs
Stan Hixon,Washington Redskins,2004,Wide Receivers
Rennie Simpsons,Washington Redskins,2004,Tight Ends
Coy Gibbs,Washington Redskins,2004,Quality Control
DeWayne Walker,Washington Redskins,2004,Secondary/Corners
Steve Jackson,Washington Redskins,2004,Safeties/Third Downs
Danny Smith,Washington Redskins,2004,Special Teams
Kirk Olivadotti,Washington Redskins,2004,Quality Control Special Teams/Defensive Assistant
John Dunn,Washington Redskins,2004,Strength And Conditioning
John Hastings,Washington Redskins,2004,Assistant Strength And Conditioning
Bobby Crumpler,Washington Redskins,2004,Assistant Strength And Conditioning
Kirby Wilson,Arizona Cardinals,2005,Running Backs
Mike Wilson,Arizona Cardinals,2005,Wide Receivers
Carl Hargrave,Arizona Cardinals,2005,Tight Ends
Everett Lindsay,Arizona Cardinals,2005,Offensive Line
Bill Khayat,Arizona Cardinals,2005,Offensive Quality Control
Deek Pollard,Arizona Cardinals,2005,Defensive Line
Richard Solomon,Arizona Cardinals,2005,Defensive Backs
Rick Courtright,Arizona Cardinals,2005,Defensive Quality Control
Kevin O'Dea,Arizona Cardinals,2005,Special Teams
Steve Wetzel,Arizona Cardinals,2005,Strength And Conditioning
Ryan Capretta,Arizona Cardinals,2005,Assistant Strength And Conditioning
Daryl Lawrence,Arizona Cardinals,2005,Assistant Strength And Conditioning
Mike Johnson,Atlanta Falcons,2005,Quarterbacks
Ollie Wilson,Atlanta Falcons,2005,Running Backs
George Stewart,Atlanta Falcons,2005,Wide Receivers
Clancy Barone,Atlanta Falcons,2005,Tight Ends
Chris Dalman,Atlanta Falcons,2005,Offensive Assistant
Robert Prince,Atlanta Falcons,2005,Offensive Assistant
Alex Gibbs,Atlanta Falcons,2005,Consultant
Bill Johnson,Atlanta Falcons,2005,Defensive Line
Chris Beake,Atlanta Falcons,2005,Linebackers
Brett Maxie,Atlanta Falcons,2005,Defensive Backs
Al Miller,Atlanta Falcons,2005,Strength And Conditioning
Rocky Colburn,Atlanta Falcons,2005,Assistant Strength And Conditioning
Matt Simon,Baltimore Ravens,2005,Running Backs
David Shaw,Baltimore Ravens,2005,Wide Receivers
Wade Harman,Baltimore Ravens,2005,Tight Ends/Assistant Offensive Line
Clarence Brooks,Baltimore Ravens,2005,Defensive Line
Jeff FitzGerald,Baltimore Ravens,2005,Inside Linebackers
Johnnie Lynn,Baltimore Ravens,2005,Secondary
Bennie Thompson,Baltimore Ravens,2005,Special Teams Assistant
Jeff Friday,Baltimore Ravens,2005,Strength And Conditioning
Paul Ricci,Baltimore Ravens,2005,Assistant Strength And Conditioning
Tyke Tolbert,Buffalo Bills,2005,Wide Receivers
Jim McNally,Buffalo Bills,2005,Offensive Line
Frank Verducci,Buffalo Bills,2005,Offensive Line
Tim Krumrie,Buffalo Bills,2005,Defensive Line
Steve Szabo,Buffalo Bills,2005,Defensive Backs
Chuck Lester,Buffalo Bills,2005,Defensive Assistant
Bobby April,Buffalo Bills,2005,Special Teams
Dave Magazu,Carolina Panthers,2005,Tight Ends
Mike Maser,Carolina Panthers,2005,Offensive Line
Sal Sunseri,Carolina Panthers,2005,Defensive Line
Rod Perry,Carolina Panthers,2005,Secondary
Mike Gillhamer,Carolina Panthers,2005,Defensive Assistant/Secondary
Danny Crossman,Carolina Panthers,2005,Special Teams
Paul Ferraro,Carolina Panthers,2005,Special Teams Assistant/Assistant Strength And Conditioning
Jerry Simmons,Carolina Panthers,2005,Strength And Conditioning
Wade Wilson,Chicago Bears,2005,Quarterbacks
Tim Spencer,Chicago Bears,2005,Running Backs
Darryl Drake,Chicago Bears,2005,Wide Receivers
Harry Hiestand,Chicago Bears,2005,Offensive Line
Mike Bajakian,Chicago Bears,2005,Offensive Quality Control
Don Johnson,Chicago Bears,2005,Defensive Line
Torrian Gray,Chicago Bears,2005,Assistant Defensive Backs
Lloyd Lee,Chicago Bears,2005,Defensive Quality Control
Charlie Coiner,Chicago Bears,2005,Assistant Special Teams
Jim Arthur,Chicago Bears,2005,Strength And Conditioning Assistant
Kevin Lartigue,Detroit Lions,2005,Assistant Head
Greg Olson,Detroit Lions,2005,Quarterbacks
Tom Rathman,Detroit Lions,2005,Running Backs
Fred Graves,Detroit Lions,2005,Wide Receivers
Andy Sugarman,Detroit Lions,2005,Tight Ends
Pat Morris,Detroit Lions,2005,Offensive Line
Sean Kugler,Detroit Lions,2005,Assistant Offensive Line/Tight Ends
Shawn Jefferson,Detroit Lions,2005,Coaching Assistant
Larry Brooks,Detroit Lions,2005,Defensive Line
Johnny Holland,Detroit Lions,2005,Linebackers
George Catavolos,Detroit Lions,2005,Defensive Backs
Don Clemons,Detroit Lions,2005,Defensive Assistant
Phil Snow,Detroit Lions,2005,Defensive Assistant
Stan Kwan,Detroit Lions,2005,Assistant Special Teams
Jason Arapoff,Detroit Lions,2005,Strength And Conditioning
Malcolm Blacken,Detroit Lions,2005,Strength And Conditioning
Mondray Gee,Detroit Lions,2005,Assistant Strength And Conditioning
James Franklin,Green Bay Packers,2005,Wide Receivers
Larry Beightol,Green Bay Packers,2005,Offensive Line
James Campen,Green Bay Packers,2005,Assistant Offensive Line/Quality Control
Robert Nunn,Green Bay Packers,2005,Defensive Tackles
Joe Baker,Green Bay Packers,2005,Secondary/Safeties
Lionel Washington,Green Bay Packers,2005,Defensive Nickel Package/Cornerbacks
Charlie Jackson,Green Bay Packers,2005,Defensive Quality Control
Brad Miller,Green Bay Packers,2005,Assistant Special Teams
Barry Rubin,Green Bay Packers,2005,Strength And Conditioning
Mark Lovat,Green Bay Packers,2005,Strength And Conditioning Assistant
Vince Workman,Green Bay Packers,2005,Weight Room Assistant
Tony Marciano,Houston Texans,2005,Tight Ends
Steve Marshall,Houston Texans,2005,Assistant Offensive Line
Mike London,Houston Texans,2005,Defensive Line
Tom Olivadotti,Houston Texans,2005,Linebackers
Jon Hoke,Houston Texans,2005,Defensive Backs/Secondary
Tony Oden,Houston Texans,2005,Assistant Defensive Backs/Secondary
Eric Sutulovich,Houston Texans,2005,Assistant Special Teams
Dan Riley,Houston Texans,2005,Strength And Conditioning
Ray Wright,Houston Texans,2005,Assistant Strength And Conditioning
Kennedy Pola,Jacksonville Jaguars,2005,Running Backs
Steve Walters,Jacksonville Jaguars,2005,Wide Receivers
Alfredo Roberts,Jacksonville Jaguars,2005,Tight Ends
Paul Boudreau,Jacksonville Jaguars,2005,Offensive Line
Andy Heck,Jacksonville Jaguars,2005,Assistant Offensive Line
Ray Hamilton,Jacksonville Jaguars,2005,Defensive Line
Todd Howard,Jacksonville Jaguars,2005,Assistant Defensive Line
Alvin Reynolds,Jacksonville Jaguars,2005,Defensive Backs
Mark Michaels,Jacksonville Jaguars,2005,Assistant Special Teams
Mark Asanovich,Jacksonville Jaguars,2005,Strength And Conditioning
Les Ebert,Jacksonville Jaguars,2005,Assistant Strength And Conditioning
Charlie Baggett,Miami Dolphins,2005,Assistant Head/Offense/Wide Receivers
Will Muschamp,Miami Dolphins,2005,Assistant Head/Defense
Bobby Williams,Miami Dolphins,2005,Running Backs
Derek Dooley,Miami Dolphins,2005,Tight Ends
Hudson Houck,Miami Dolphins,2005,Offensive Line
Tim Davis,Miami Dolphins,2005,Assistant Offensive Line
Judd Garrett,Miami Dolphins,2005,Offensive Quality Control
James Coley,Miami Dolphins,2005,Offensive Assistant
Travis Jones,Miami Dolphins,2005,Assistant Defensive Line
Mel Phillips,Miami Dolphins,2005,Secondary
Glenn Pires,Miami Dolphins,2005,Defensive Quality Control
Keith Armstrong,Miami Dolphins,2005,Special Teams
Dameyune Craig,Miami Dolphins,2005,Special Teams Assistant
John Gamble,Miami Dolphins,2005,Strength And Conditioning
Bert Hill,Miami Dolphins,2005,Associate Strength And Conditioning
Eric Fears,Miami Dolphins,2005,Assistant Strength And Conditioning
Rich Olson,Minnesota Vikings,2005,Quarterbacks
Dean Dalton,Minnesota Vikings,2005,Running Backs
Wes Chandler,Minnesota Vikings,2005,Wide Receivers
John Tice,Minnesota Vikings,2005,Tight Ends/Assistant Offensive Line
Randy Hanson,Minnesota Vikings,2005,Offensive Assistant/Assistant Quarterbacks
Brian Baker,Minnesota Vikings,2005,Defensive Line
Jim Panagos,Minnesota Vikings,2005,Assistant Defensive Line/Assistant Special Teams
Pete Bercich,Minnesota Vikings,2005,Linebackers
Kevin Ross,Minnesota Vikings,2005,Assistant Secondary
Kurtis Shultz,Minnesota Vikings,2005,Strength And Conditioning
Mark Ellis,Minnesota Vikings,2005,Assistant Strength And Conditioning
Dante Scarnecchia,New England Patriots,2005,Assistant Head/Offensive Line
Ivan Fears,New England Patriots,2005,Running Backs
