name,team,year,position,phase,level,win,loss,tie
Hank Bullough,Baltimore Colts,1972,Linebackers/Linebackers Coach,Defense,Positional,5.0,9.0,0.0
Red Miller,Baltimore Colts,1972,Offensive Line/Offensive Line Coach,Offense,Positional,5.0,9.0,0.0
Weeb Ewbank,New York Jets,1972,Head Coach,Head,Head,7.0,7.0,0.0
Ed Biles,New York Jets,1972,Defensive Backs,Defense,Positional,7.0,7.0,0.0
Ken Meyer,New York Jets,1972,Offensive Assistant,Offense,Positional,7.0,7.0,0.0
Buddy Ryan,New York Jets,1972,Defensive Line,Defense,Positional,7.0,7.0,0.0
Don Shula,Miami Dolphins,1972,Head Coach,Head,Head,14.0,0.0,0.0
Monte Clark,Miami Dolphins,1972,Offensive Line,Offense,Positional,14.0,0.0,0.0
Kyle Shanahan,San Francisco 49ers,2018,Head Coach,Head,Head,4.0,12.0,0.0
Rich Scangarello,San Francisco 49ers,2018,Quarterbacks,Offense,Positional,4.0,12.0,0.0
Pete Carroll,Seattle Seahawks,2018,Head Coach,Head,Head,10.0,6.0,0.0
Carl Smith,Seattle Seahawks,2018,Associate Head Coach,Head,Head,10.0,6.0,0.0
Mike Solari,Seattle Seahawks,2018,Offensive Line,Offense,Positional,10.0,6.0,0.0
Sean McVay,Los Angeles Rams,2018,Head Coach,Head,Head,13.0,3.0,0.0
Joe Barry,Los Angeles Rams,2018,Assistant Head Coach/Linebackers,Head,Head,13.0,3.0,0.0
Jedd Fisch,Los Angeles Rams,2018,Offensive Asistant/Senior Offensive Assistant,Offense,Positional,13.0,3.0,0.0
Aaron Kromer,Los Angeles Rams,2018,Offensive Line,Offense,Positional,13.0,3.0,0.0
Zac Taylor,Los Angeles Rams,2018,Quarterbacks,Offense,Positional,13.0,3.0,0.0
Dirk Koetter,Tampa Bay Buccaneers,2018,Head Coach,Head,Head,5.0,11.0,0.0
Ron Rivera,Carolina Panthers,2018,Head Coach,Head,Head,7.0,9.0,0.0
Jim Skipper,Carolina Panthers,2018,Running Backs,Offense,Positional,7.0,9.0,0.0
Dan Quinn,Atlanta Falcons,2018,Head Coach,Head,Head,7.0,9.0,0.0
Greg Knapp,Atlanta Falcons,2018,Quarterbacks,Offense,Positional,7.0,9.0,0.0
Sean Payton,New Orleans Saints,2018,Head Coach,Head,Head,13.0,3.0,0.0
Dan Campbell,New Orleans Saints,2018,Assistant Head Coach/Tight Ends,Head,Head,13.0,3.0,0.0
Peter Giunta,New Orleans Saints,2018,Sr Defensive Assistant/Senior Defensive Assistant,Defense,Positional,13.0,3.0,0.0
Joe Lombardi,New Orleans Saints,2018,Quarterbacks,Offense,Positional,13.0,3.0,0.0
Mike Nolan,New Orleans Saints,2018,Linebackers,Defense,Positional,13.0,3.0,0.0
Matt Patricia,Detroit Lions,2018,Head Coach,Head,Head,6.0,10.0,0.0
Jeff Davidson,Detroit Lions,2018,Offensive Line,Offense,Positional,6.0,10.0,0.0
George Godsey,Detroit Lions,2018,Quarterbacks,Offense,Positional,6.0,10.0,0.0
Brian Stewart,Detroit Lions,2018,Defensive Backs,Defense,Positional,6.0,10.0,0.0
Joe Philbin,Green Bay Packers,2018,Head Coach,Head,Head,6.0,9.0,1.0
Mike McCarthy,Green Bay Packers,2018,Head Coach,Head,Head,6.0,9.0,1.0
Frank Cignetti,Green Bay Packers,2018,Quarterbacks,Offense,Positional,6.0,9.0,1.0
Mike Zimmer,Minnesota Vikings,2018,Head Coach,Head,Head,8.0,7.0,1.0
Todd Downing,Minnesota Vikings,2018,Offensive Assistant/Tight Ends,Offense,Positional,8.0,7.0,1.0
Jerry Gray,Minnesota Vikings,2018,Defensive Backs,Defense,Positional,8.0,7.0,1.0
Kevin Stefanski,Minnesota Vikings,2018,Quarterbacks,Offense,Positional,8.0,7.0,1.0
Matt Nagy,Chicago Bears,2018,Head Coach,Head,Head,12.0,4.0,0.0
Brad Childress,Chicago Bears,2018,Offensive Consultant,Offense,,12.0,4.0,0.0
Ed Donatell,Chicago Bears,2018,Defensive Backs/Secondary,Defense,Positional,12.0,4.0,0.0
Pat Shurmur,New York Giants,2018,Head Coach,Head,Head,5.0,11.0,0.0
Lou Anarumo,New York Giants,2018,Defensive Backs,Defense,Positional,5.0,11.0,0.0
Hal Hunter,New York Giants,2018,Offensive Line,Offense,Positional,5.0,11.0,0.0
Tim Walton,New York Giants,2018,Secondary,Defense,Positional,5.0,11.0,0.0
Jay Gruden,Washington Redskins,2018,Head Coach,Head,Head,7.0,9.0,0.0
Bill Callahan,Washington Redskins,2018,Offensive Line/Assistant Head Coach,Head,Head,7.0,9.0,0.0
Kevin O'Connell,Washington Redskins,2018,Quarterbacks,Offense,Positional,7.0,9.0,0.0
Jim Tomsula,Washington Redskins,2018,Defensive Line,Defense,Positional,7.0,9.0,0.0
Doug Pederson,Philadelphia Eagles,2018,Head Coach,Head,Head,9.0,7.0,0.0
Ken Flajole,Philadelphia Eagles,2018,Linebackers,Defense,Positional,9.0,7.0,0.0
Jason Garrett,Dallas Cowboys,2018,Head Coach,Head,Head,10.0,6.0,0.0
Kellen Moore,Dallas Cowboys,2018,Quarterbacks,Offense,Positional,10.0,6.0,0.0
Kris Richard,Dallas Cowboys,2018,Defensive Backs,Defense,Positional,10.0,6.0,0.0
Jon Gruden,Oakland Raiders,2018,Head Coach,Head,Head,4.0,12.0,0.0
Edgar Bennett,Oakland Raiders,2018,Wide Receivers,Offense,Positional,4.0,12.0,0.0
Tom Cable,Oakland Raiders,2018,Offensive Line,Offense,Positional,4.0,12.0,0.0
Brian Callahan,Oakland Raiders,2018,Quarterbacks,Offense,Positional,4.0,12.0,0.0
Jim O'Neil,Oakland Raiders,2018,Senior Defensive Assistant,Defense,Positional,4.0,12.0,0.0
Mike Trgovac,Oakland Raiders,2018,Defensive Line,Defense,Positional,4.0,12.0,0.0
Vance Joseph,Denver Broncos,2018,Head Coach,Head,Head,6.0,10.0,0.0
Curtis Modkins,Denver Broncos,2018,Running Backs,Offense,Positional,6.0,10.0,0.0
Mike Sullivan,Denver Broncos,2018,Quarterbacks,Offense,Positional,6.0,10.0,0.0
Anthony Lynn,Los Angeles Chargers,2018,Head Coach,Head,Head,12.0,4.0,0.0
Richard Smith,Los Angeles Chargers,2018,Linebackers,Defense,Positional,12.0,4.0,0.0
Andy Reid,Kansas City Chiefs,2018,Head Coach,Head,Head,12.0,4.0,0.0
Doug Marrone,Jacksonville Jaguars,2018,Head Coach,Head,Head,5.0,11.0,0.0
Perry Fewell,Jacksonville Jaguars,2018,Defensive Backs,Defense,Positional,5.0,11.0,0.0
Mike Vrabel,Tennessee Titans,2018,Head Coach,Head,Head,9.0,7.0,0.0
Arthur Smith,Tennessee Titans,2018,Tight Ends,Offense,Positional,9.0,7.0,0.0
Frank Reich,Indianapolis Colts,2018,Head Coach,Head,Head,10.0,6.0,0.0
Alan Williams,Indianapolis Colts,2018,Defensive Backs/Safeties,Defense,Positional,10.0,6.0,0.0
Bill O'Brien,Houston Texans,2018,Head Coach,Head,Head,11.0,5.0,0.0
Tim Kelly,Houston Texans,2018,Tight Ends,Offense,Positional,11.0,5.0,0.0
John Pagano,Houston Texans,2018,Outside Linebackers/Offensive Lineinebackers/Senior Defensive Assistant,Offense,Positional,11.0,5.0,0.0
Marvin Lewis,Cincinnati Bengals,2018,Head Coach,Head,Head,6.0,10.0,0.0
Jim Haslett,Cincinnati Bengals,2018,Linebackers,Defense,Positional,6.0,10.0,0.0
Alex Van Pelt,Cincinnati Bengals,2018,Quarterbacks,Offense,Positional,6.0,10.0,0.0
Hue Jackson,Cleveland Browns,2018,Head Coach,Head,Head,7.0,8.0,1.0
Gregg Williams,Cleveland Browns,2018,Head Coach,Head,Head,7.0,8.0,1.0
Ken Zampese,Cleveland Browns,2018,Quarterbacks,Offense,Positional,7.0,8.0,1.0
Mike Tomlin,Pittsburgh Steelers,2018,Head Coach,Head,Head,9.0,6.0,1.0
Mike Munchak,Pittsburgh Steelers,2018,Offensive Line,Offense,Positional,9.0,6.0,1.0
John Harbaugh,Baltimore Ravens,2018,Head Coach,Head,Head,10.0,6.0,0.0
Greg Roman,Baltimore Ravens,2018,Assistant Head Coach/Tight Ends,Head,Head,10.0,6.0,0.0
Todd Bowles,New York Jets,2018,Head Coach,Head,Head,4.0,12.0,0.0
Rick Dennison,New York Jets,2018,Offensive Line,Offense,Positional,4.0,12.0,0.0
Sean McDermott,Buffalo Bills,2018,Head Coach,Head,Head,6.0,10.0,0.0
Bob Babich,Buffalo Bills,2018,Linebackers,Defense,Positional,6.0,10.0,0.0
Terry Robiskie,Buffalo Bills,2018,Wide Receivers,Offense,Positional,6.0,10.0,0.0
Adam Gase,Miami Dolphins,2018,Head Coach,Head,Head,7.0,9.0,0.0
Bill Belichick,New England Patriots,2018,Head Coach,Head,Head,11.0,5.0,0.0
Brian Flores,New England Patriots,2018,Linebackers,Defense,Positional,11.0,5.0,0.0
Chad O'Shea,New England Patriots,2018,Wide Receivers,Offense,Positional,11.0,5.0,0.0
Norm Van Brocklin,Minnesota Vikings,1966,Head Coach,Head,Head,4.0,9.0,1.0
Marion Campbell,Minnesota Vikings,1966,Defensive Line,Defense,Positional,4.0,9.0,1.0
George Halas,Chicago Bears,1966,Head Coach,Head,Head,5.0,7.0,2.0
Jim Dooley,Chicago Bears,1966,Defensive Coach,Defense,,5.0,7.0,2.0
Abe Gibron,Chicago Bears,1966,Offensive Line,Offense,Positional,5.0,7.0,2.0
Luke Johnsos,Chicago Bears,1966,Assistant Coach,,Positional,5.0,7.0,2.0
Jack Christiansen,San Francisco 49ers,1966,Head Coach,Head,Head,6.0,6.0,2.0
Bill Johnson,San Francisco 49ers,1966,Offensive Line,Offense,Positional,6.0,6.0,2.0
George Allen,Los Angeles Rams,1966,Head Coach,Head,Head,8.0,6.0,0.0
Tom Catlin,Los Angeles Rams,1966,Defensive Backs,Defense,Positional,8.0,6.0,0.0
Ted Marchibroda,Los Angeles Rams,1966,Offensive Backs,Offense,Positional,8.0,6.0,0.0
Jack Patera,Los Angeles Rams,1966,Defensive Line,Defense,Positional,8.0,6.0,0.0
Don Shula,Baltimore Colts,1966,Head Coach/Linebackers Coach,Head,Head,9.0,5.0,0.0
Bill Arnsparger,Baltimore Colts,1966,Defensive Line,Defense,Positional,9.0,5.0,0.0
Don McCafferty,Baltimore Colts,1966,Offensive Backs/Offensive Backfield,Offense,Positional,9.0,5.0,0.0
Chuck Noll,Baltimore Colts,1966,Defensive Backfield,Defense,Positional,9.0,5.0,0.0
Vince Lombardi,Green Bay Packers,1966,Head Coach,Head,Head,12.0,2.0,0.0
Jerry Burns,Green Bay Packers,1966,Assistant,,Positional,12.0,2.0,0.0
Dave Hanner,Green Bay Packers,1966,Defensive Line,Defense,Positional,12.0,2.0,0.0
Bob Schnelker,Green Bay Packers,1966,Assistant,,Positional,12.0,2.0,0.0
Otto Graham,Washington Redskins,1966,Head Coach,Head,Head,7.0,7.0,0.0
Ed Hughes,Washington Redskins,1966,Defensive Backs,Defense,Positional,7.0,7.0,0.0
Mike McCormack,Washington Redskins,1966,Assistant Coach,,Positional,7.0,7.0,0.0
Blanton Collier,Cleveland Browns,1966,Head Coach,Head,Head,9.0,5.0,0.0
Nick Skorich,Cleveland Browns,1966,Assistant Coach/Defensive Line,Defense,Positional,9.0,5.0,0.0
Tom Landry,Dallas Cowboys,1966,Head Coach,Head,Head,10.0,3.0,1.0
Dick Nolan,Dallas Cowboys,1966,Defensive Backs,Defense,Positional,10.0,3.0,1.0
Bill Austin,Pittsburgh Steelers,1966,Head Coach,Head,Head,5.0,8.0,1.0
Joe Schmidt,Detroit Lions,1968,Head Coach,Head,Head,4.0,8.0,2.0
Chuck Knox,Detroit Lions,1968,Offensive Line,Offense,Positional,4.0,8.0,2.0
John North,Detroit Lions,1968,Receivers,Offense,Positional,4.0,8.0,2.0
Charley Winner,St. Louis Cardinals,1966,Head Coach,Head,Head,8.0,5.0,1.0
Rick Forzano,St. Louis Cardinals,1966,Offensive Backfield,Offense,Positional,8.0,5.0,1.0
Red Miller,St. Louis Cardinals,1966,Offensive Line,Offense,Positional,8.0,5.0,1.0
Joe Kuharich,Philadelphia Eagles,1966,Head Coach,Head,Head,9.0,5.0,0.0
Fred Bruney,Philadelphia Eagles,1966,Defensive Backs,Defense,Positional,9.0,5.0,0.0
Mike Nixon,Philadelphia Eagles,1966,Offensive Assistant,Offense,Positional,9.0,5.0,0.0
Dick Stanfel,Philadelphia Eagles,1966,Offensive Line,Offense,Positional,9.0,5.0,0.0
Norb Hecker,Atlanta Falcons,1966,Head Coach,Head,Head,3.0,11.0,0.0
Tom Fears,Atlanta Falcons,1966,Chief Offensive/Offensive Assistant,Offense,Positional,3.0,11.0,0.0
Phil Bengtson,Green Bay Packers,1968,Head Coach,Head,Head,6.0,7.0,1.0
Dave Hanner,Green Bay Packers,1968,Defensive Line,Defense,Positional,6.0,7.0,1.0
Bob Schnelker,Green Bay Packers,1968,Assistant,,Positional,6.0,7.0,1.0
Allie Sherman,New York Giants,1966,Head Coach,Head,Head,1.0,12.0,1.0
Jim Dooley,Chicago Bears,1968,Head Coach,Head,Head,7.0,7.0,0.0
Abe Gibron,Chicago Bears,1968,Offensive Line,Offense,Positional,7.0,7.0,0.0
Luke Johnsos,Chicago Bears,1968,Assistant Coach,,Positional,7.0,7.0,0.0
Bud Grant,Minnesota Vikings,1968,Head Coach,Head,Head,8.0,6.0,0.0
Bob Hollway,Minnesota Vikings,1968,Defensive Line,Defense,Positional,8.0,6.0,0.0
Norb Hecker,Atlanta Falcons,1968,Head Coach,Head,Head,2.0,12.0,0.0
Norm Van Brocklin,Atlanta Falcons,1968,Head Coach,Head,Head,2.0,12.0,0.0
Dick Nolan,San Francisco 49ers,1968,Head Coach,Head,Head,7.0,6.0,1.0
Ed Hughes,San Francisco 49ers,1968,Offensive Coach,Offense,,7.0,6.0,1.0
Ken Meyer,San Francisco 49ers,1968,Offensive Backfield,Offense,Positional,7.0,6.0,1.0
Jim Shofner,San Francisco 49ers,1968,Defensive Backs,Defense,Positional,7.0,6.0,1.0
Paul Wiggin,San Francisco 49ers,1968,Defensive Line,Defense,Positional,7.0,6.0,1.0
George Allen,Los Angeles Rams,1968,Head Coach,Head,Head,10.0,3.0,1.0
Marion Campbell,Los Angeles Rams,1968,Defensive Line,Defense,Positional,10.0,3.0,1.0
Tom Catlin,Los Angeles Rams,1968,Defensive Backs,Defense,Positional,10.0,3.0,1.0
Ted Marchibroda,Los Angeles Rams,1968,Offensive Backs,Offense,Positional,10.0,3.0,1.0
Don Shula,Baltimore Colts,1968,Head Coach/Linebackers Coach,Head,Head,13.0,1.0,0.0
Bill Arnsparger,Baltimore Colts,1968,Defensive Line,Defense,Positional,13.0,1.0,0.0
Don McCafferty,Baltimore Colts,1968,Offensive Backs/Offensive Backfield,Offense,Positional,13.0,1.0,0.0
Chuck Noll,Baltimore Colts,1968,Defensive Backfield,Defense,Positional,13.0,1.0,0.0
Bill Austin,Pittsburgh Steelers,1968,Head Coach,Head,Head,2.0,11.0,1.0
Tom Fears,New Orleans Saints,1968,Head Coach,Head,Head,4.0,9.0,1.0
Jack Faulkner,New Orleans Saints,1968,Defensive Coach/Chief Defensive,Defense,,4.0,9.0,1.0
Ed Khayat,New Orleans Saints,1968,Defensive Line,Defense,Positional,4.0,9.0,1.0
JD Roberts,New Orleans Saints,1968,Linebackers,Defense,Positional,4.0,9.0,1.0
Charley Winner,St. Louis Cardinals,1968,Head Coach,Head,Head,9.0,4.0,1.0
Harry Gilmer,St. Louis Cardinals,1968,Quarterbacks,Offense,Positional,9.0,4.0,1.0
Red Miller,St. Louis Cardinals,1968,Offensive Line,Offense,Positional,9.0,4.0,1.0
Blanton Collier,Cleveland Browns,1968,Head Coach,Head,Head,10.0,4.0,0.0
Nick Skorich,Cleveland Browns,1968,Assistant Coach,,Positional,10.0,4.0,0.0
Joe Kuharich,Philadelphia Eagles,1968,Head Coach,Head,Head,2.0,12.0,0.0
Fred Bruney,Philadelphia Eagles,1968,Defensive Backs,Defense,Positional,2.0,12.0,0.0
Mike Nixon,Philadelphia Eagles,1968,Offensive Assistant,Offense,Positional,2.0,12.0,0.0
Dick Stanfel,Philadelphia Eagles,1968,Offensive Line,Offense,Positional,2.0,12.0,0.0
Otto Graham,Washington Redskins,1968,Head Coach,Head,Head,5.0,9.0,0.0
Mike McCormack,Washington Redskins,1968,Assistant Coach,,Positional,5.0,9.0,0.0
Allie Sherman,New York Giants,1968,Head Coach,Head,Head,7.0,7.0,0.0
Jack Patera,New York Giants,1968,Defensive Line,Defense,Positional,7.0,7.0,0.0
Jim Trimble,New York Giants,1968,Offensive Line,Offense,Positional,7.0,7.0,0.0
Alex Webster,New York Giants,1968,Backfield Coach,Defense,Positional,7.0,7.0,0.0
Tom Landry,Dallas Cowboys,1968,Head Coach,Head,Head,12.0,2.0,0.0
Raymond Berry,Dallas Cowboys,1968,Receivers,Offense,Positional,12.0,2.0,0.0
Sid Gillman,San Diego Chargers,1969,Head Coach,Head,Head,8.0,6.0,0.0
Charlie Waller,San Diego Chargers,1969,Head Coach,Head,Head,8.0,6.0,0.0
Bum Phillips,San Diego Chargers,1969,Defensive Line,Defense,Positional,8.0,6.0,0.0
Hank Stram,Kansas City Chiefs,1969,Head Coach,Head,Head,11.0,3.0,0.0
Tom Bettis,Kansas City Chiefs,1969,Defensive Backs,Defense,Positional,11.0,3.0,0.0
John Madden,Oakland Raiders,1969,Head Coach,Head,Head,12.0,1.0,1.0
Richie McCabe,Oakland Raiders,1969,Defensive Backs,Defense,Positional,12.0,1.0,1.0
Dick Wood,Oakland Raiders,1969,Receivers,Offense,Positional,12.0,1.0,1.0
George Wilson,Miami Dolphins,1969,Head Coach,Head,Head,3.0,10.0,1.0
Clive Rush,Boston Patriots,1969,Head Coach,Head,Head,4.0,10.0,0.0
John Mazur,Boston Patriots,1969,Offensive Coach/Offensive Backfield,Offense,Positional,4.0,10.0,0.0
John Rauch,Buffalo Bills,1969,Head Coach,Head,Head,4.0,10.0,0.0
Ray Malavasi,Buffalo Bills,1969,Defensive Line,Defense,Positional,4.0,10.0,0.0
Wally Lemm,Houston Oilers,1969,Head Coach,Head,Head,6.0,6.0,2.0
Hugh Devore,Houston Oilers,1969,Assistant Coach,,Positional,6.0,6.0,2.0
Weeb Ewbank,New York Jets,1969,Head Coach,Head,Head,10.0,4.0,0.0
Ken Meyer,New York Jets,1969,Offensive Assistant,Offense,Positional,10.0,4.0,0.0
Walt Michaels,New York Jets,1969,Defensive Backs/Linebackers,Defense,Positional,10.0,4.0,0.0
Buddy Ryan,New York Jets,1969,Defensive Line,Defense,Positional,10.0,4.0,0.0
Norm Van Brocklin,Atlanta Falcons,1971,Head Coach,Head,Head,7.0,6.0,1.0
Fred Bruney,Atlanta Falcons,1971,Defensive Backs/Defensive Backfield,Defense,Positional,7.0,6.0,1.0
Harry Gilmer,Atlanta Falcons,1971,Assistant Coach/Receivers,Offense,Positional,7.0,6.0,1.0
Tommy Prothro,Los Angeles Rams,1971,Head Coach,Head,Head,8.0,5.0,1.0
Rich Brooks,Los Angeles Rams,1971,Special Teams,Special Teams,Coordinator,8.0,5.0,1.0
Tom Catlin,Los Angeles Rams,1971,Linebackers,Defense,Positional,8.0,5.0,1.0
Dick Vermeil,Los Angeles Rams,1971,Assistant,,Positional,8.0,5.0,1.0
Dick Nolan,San Francisco 49ers,1971,Head Coach,Head,Head,9.0,5.0,0.0
Jim Shofner,San Francisco 49ers,1971,Quarterbacks/Wide Receivers,Offense,Positional,9.0,5.0,0.0
Paul Wiggin,San Francisco 49ers,1971,Defensive Line,Defense,Positional,9.0,5.0,0.0
Dan Devine,Green Bay Packers,1971,Head Coach,Head,Head,4.0,8.0,2.0
Dave Hanner,Green Bay Packers,1971,Defensive Line,Defense,Positional,4.0,8.0,2.0
Hank Kuhlmann,Green Bay Packers,1971,Assistant,,Positional,4.0,8.0,2.0
Bob Schnelker,Green Bay Packers,1971,Passing Game/Receivers/Assistant,Offense,Positional,4.0,8.0,2.0
Jim Dooley,Chicago Bears,1971,Head Coach,Head,Head,6.0,8.0,0.0
Bill Austin,Chicago Bears,1971,Offensive Line,Offense,Positional,6.0,8.0,0.0
Abe Gibron,Chicago Bears,1971,Defensive Line,Defense,Positional,6.0,8.0,0.0
Joe Schmidt,Detroit Lions,1971,Head Coach,Head,Head,7.0,6.0,1.0
Chuck Knox,Detroit Lions,1971,Offensive Line,Offense,Positional,7.0,6.0,1.0
John North,Detroit Lions,1971,Receivers,Offense,Positional,7.0,6.0,1.0
Bud Grant,Minnesota Vikings,1971,Head Coach,Head,Head,11.0,3.0,0.0
Jack Patera,Minnesota Vikings,1971,Defensive Line,Defense,Positional,11.0,3.0,0.0
Alex Webster,New York Giants,1971,Head Coach,Head,Head,4.0,10.0,0.0
Jim Garrett,New York Giants,1971,Assistant Coach,,Positional,4.0,10.0,0.0
Pop Ivy,New York Giants,1971,Offensive Line,Offense,Positional,4.0,10.0,0.0
Bob Hollway,St. Louis Cardinals,1971,Head Coach,Head,Head,4.0,9.0,1.0
Leeman Bennett,St. Louis Cardinals,1971,Offensive Backfield,Offense,Positional,4.0,9.0,1.0
Jerry Williams,Philadelphia Eagles,1971,Head Coach,Head,Head,6.0,7.0,1.0
Ed Khayat,Philadelphia Eagles,1971,Head Coach,Head,Head,6.0,7.0,1.0
John Rauch,Philadelphia Eagles,1971,Quarterbacks,Offense,Positional,6.0,7.0,1.0
George Allen,Washington Redskins,1971,Head Coach,Head,Head,9.0,4.0,1.0
Marv Levy,Washington Redskins,1971,Special Teams,Special Teams,Coordinator,9.0,4.0,1.0
Mike McCormack,Washington Redskins,1971,Assistant Coach,,Positional,9.0,4.0,1.0
Charley Winner,Washington Redskins,1971,Defensive Coach,Defense,,9.0,4.0,1.0
Tom Landry,Dallas Cowboys,1971,Head Coach,Head,Head,11.0,3.0,0.0
Lou Saban,Denver Broncos,1971,Head Coach,Head,Head,4.0,9.0,1.0
Jerry Smith,Denver Broncos,1971,Offensive Line/Head Coach,Head,Head,4.0,9.0,1.0
Joe Collier,Denver Broncos,1971,Defensive Backs/Defensive Backfield,Defense,Positional,4.0,9.0,1.0
Harland Svare,San Diego Chargers,1971,Head Coach,Head,Head,6.0,8.0,0.0
Sid Gillman,San Diego Chargers,1971,Head Coach,Head,Head,6.0,8.0,0.0
Phil Bengtson,San Diego Chargers,1971,Defensive Coach,Defense,,6.0,8.0,0.0
Bum Phillips,San Diego Chargers,1971,Defensive Line,Defense,Positional,6.0,8.0,0.0
Charlie Waller,San Diego Chargers,1971,Offensive Backfield,Offense,Positional,6.0,8.0,0.0
John Madden,Oakland Raiders,1971,Head Coach,Head,Head,8.0,4.0,2.0
Mike Holovak,Oakland Raiders,1971,Receivers,Offense,Positional,8.0,4.0,2.0
Ray Malavasi,Oakland Raiders,1971,Linebackers,Defense,Positional,8.0,4.0,2.0
Bob Zeman,Oakland Raiders,1971,Defensive Backs,Defense,Positional,8.0,4.0,2.0
Hank Stram,Kansas City Chiefs,1971,Head Coach,Head,Head,10.0,3.0,1.0
Tom Bettis,Kansas City Chiefs,1971,Defensive Backs,Defense,Positional,10.0,3.0,1.0
Paul Brown,Cincinnati Bengals,1971,Head Coach,Head,Head,4.0,10.0,0.0
Bill Johnson,Cincinnati Bengals,1971,Offensive Line,Offense,Positional,4.0,10.0,0.0
Bill Walsh,Cincinnati Bengals,1971,Receivers/Quarterbacks,Offense,Positional,4.0,10.0,0.0
Ed Hughes,Houston Oilers,1971,Head Coach,Head,Head,4.0,9.0,1.0
Chuck Noll,Pittsburgh Steelers,1971,Head Coach,Head,Head,6.0,8.0,0.0
Nick Skorich,Cleveland Browns,1971,Head Coach,Head,Head,9.0,5.0,0.0
Richie McCabe,Cleveland Browns,1971,Defensive Backs/Secondary - ,Head,Head,9.0,5.0,0.0
Harvey Johnson,Buffalo Bills,1971,Head Coach,Head,Head,1.0,13.0,0.0
Tom Flores,Buffalo Bills,1971,Quarterbacks,Offense,Positional,1.0,13.0,0.0
Richard Urich,Buffalo Bills,1971,Defensive Line,Defense,Positional,1.0,13.0,0.0
Weeb Ewbank,New York Jets,1971,Head Coach,Head,Head,6.0,8.0,0.0
Ken Meyer,New York Jets,1971,Offensive Assistant,Offense,Positional,6.0,8.0,0.0
Walt Michaels,New York Jets,1971,Defensive Backs/Linebackers,Defense,Positional,6.0,8.0,0.0
Buddy Ryan,New York Jets,1971,Defensive Line,Defense,Positional,6.0,8.0,0.0
John Mazur,New England Patriots,1971,Head Coach,Head,Head,6.0,8.0,0.0
Sam Rutigliano,New England Patriots,1971,Offensive Backs/Receivers/Wide Receivers Coach,Offense,Positional,6.0,8.0,0.0
Don McCafferty,Baltimore Colts,1971,Head Coach,Head,Head,10.0,4.0,0.0
Hank Bullough,Baltimore Colts,1971,Linebackers/Linebackers Coach,Defense,Positional,10.0,4.0,0.0
Red Miller,Baltimore Colts,1971,Offensive Line/Offensive Line Coach,Offense,Positional,10.0,4.0,0.0
Don Shula,Miami Dolphins,1971,Head Coach,Head,Head,10.0,3.0,1.0
Monte Clark,Miami Dolphins,1971,Offensive Line,Offense,Positional,10.0,3.0,1.0
Joe Schmidt,Detroit Lions,1967,Head Coach,Head,Head,5.0,7.0,2.0
Chuck Knox,Detroit Lions,1967,Offensive Line,Offense,Positional,5.0,7.0,2.0
John North,Detroit Lions,1967,Receivers,Offense,Positional,5.0,7.0,2.0
George Halas,Chicago Bears,1967,Head Coach,Head,Head,7.0,6.0,1.0
Jim Dooley,Chicago Bears,1967,Defensive Coach,Defense,,7.0,6.0,1.0
Abe Gibron,Chicago Bears,1967,Offensive Line,Offense,Positional,7.0,6.0,1.0
Luke Johnsos,Chicago Bears,1967,Assistant Coach,,Positional,7.0,6.0,1.0
Vince Lombardi,Green Bay Packers,1967,Head Coach,Head,Head,9.0,4.0,1.0
Jerry Burns,Green Bay Packers,1967,Assistant,,Positional,9.0,4.0,1.0
Dave Hanner,Green Bay Packers,1967,Defensive Line,Defense,Positional,9.0,4.0,1.0
Bob Schnelker,Green Bay Packers,1967,Assistant,,Positional,9.0,4.0,1.0
Norb Hecker,Atlanta Falcons,1967,Head Coach,Head,Head,1.0,12.0,1.0
